x y z
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.12
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.12
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.12
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.88 -0.47 0.12
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.12
-0.87 -0.47 0.12
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.12
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.48 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.12
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
-0.87 -0.47 0.13
-0.87 -0.47 0.13
-0.88 -0.47 0.13
